"mushaf_key,surah_number,ayah_number,page_number,x,y,width,height,polygon",surah_number,ayah_number,page_number,x,y,width,height,polygon
douri,2,24,5,8.945147679324894,13.202375513933305,82.02531645569621,5.025125628140704,"[{""x"": 8.945147679324894, ""y"": 13.202375513933303, ""width"": 82.02531645569621, ""height"": 5.025125628140704}, {""x"": 8.354430379746836, ""y"": 17.95340338053906, ""width"": 82.86919831223629, ""height"": 5.162174508908177}, {""x"": 8.354430379746836, ""y"": 22.704431247144814, ""width"": 83.12236286919831, ""height"": 5.299223389675651}, {""x"": 22.869198312236286, ""y"": 27.501142074006395, ""width"": 68.52320675105486, ""height"": 5.619004111466423}]"
douri,2,25,5,9.029535864978904,28.68889904065784,8.945147679324894,3.9287345820009136,"[{""x"": 8.523206751054852, ""y"": 32.8917313841937, ""width"": 82.19409282700421, ""height"": 4.88807674737323}, {""x"": 8.776371308016879, ""y"": 42.439470077661035, ""width"": 82.70042194092827, ""height"": 5.025125628140704}, {""x"": 8.438818565400844, ""y"": 47.373229785290086, ""width"": 82.86919831223629, ""height"": 5.116491548652353}, {""x"": 8.60759493670886, ""y"": 37.64275925079945, ""width"": 82.27848101265823, ""height"": 4.9794426678848795}, {""x"": 9.029535864978904, ""y"": 28.688899040657834, ""width"": 8.945147679324894, ""height"": 3.9287345820009136}, {""x"": 66.16033755274262, ""y"": 52.535404294198266, ""width"": 25.063291139240505, ""height"": 4.842393787117405}]"
douri,2,26,5,8.270042194092827,52.58108725445408,52.65822784810127,4.842393787117405,"[{""x"": 8.523206751054852, ""y"": 57.37779808131567, ""width"": 82.86919831223629, ""height"": 4.933759707629054}, {""x"": 8.270042194092827, ""y"": 52.58108725445408, ""width"": 52.65822784810127, ""height"": 4.842393787117405}, {""x"": 31.05485232067511, ""y"": 62.083142987665596, ""width"": 60.42194092827005, ""height"": 5.116491548652353}]"
douri,2,27,5,8.945147679324894,62.722704431247145,16.70886075949367,4.065783462768388,"[{""x"": 8.438818565400844, ""y"": 67.1082686158063, ""width"": 82.78481012658227, ""height"": 4.9794426678848795}, {""x"": 8.945147679324894, ""y"": 62.722704431247145, ""width"": 16.70886075949367, ""height"": 4.065783462768388}, {""x"": 36.118143459915615, ""y"": 71.99634536317954, ""width"": 55.358649789029535, ""height"": 5.253540429419826}]"
douri,2,28,5,8.438818565400844,72.04202832343536,22.86919831223629,4.933759707629054,"[{""x"": 8.10126582278481, ""y"": 76.97578803106441, ""width"": 83.29113924050633, ""height"": 5.070808588396528}, {""x"": 8.438818565400844, ""y"": 72.04202832343536, ""width"": 22.869198312236286, ""height"": 4.933759707629054}, {""x"": 13.502109704641349, ""y"": 81.81818181818183, ""width"": 77.63713080168776, ""height"": 5.162174508908177}]"
douri,2,29,6,8.691983122362869,13.202375513933305,83.29113924050633,5.070808588396528,"[{""x"": 8.691983122362869, ""y"": 13.202375513933303, ""width"": 83.29113924050633, ""height"": 5.070808588396528}, {""x"": 8.438818565400844, ""y"": 18.273184102329832, ""width"": 83.88185654008439, ""height"": 4.88807674737323}, {""x"": 21.18143459915612, ""y"": 23.069894929191413, ""width"": 70.63291139240506, ""height"": 4.9794426678848795}]"
douri,2,30,6,7.848101265822785,23.43535861123801,8.776371308016879,4.248515303791685,"[{""x"": 8.270042194092827, ""y"": 27.91228871630882, ""width"": 83.96624472573839, ""height"": 4.842393787117405}, {""x"": 7.848101265822785, ""y"": 23.43535861123801, ""width"": 8.776371308016879, ""height"": 4.248515303791685}, {""x"": 30.970464135021096, ""y"": 32.7089995431704, ""width"": 61.35021097046413, ""height"": 5.070808588396528}]"
douri,2,31,6,7.848101265822785,33.02878026496117,18.649789029535864,4.385564185,"[{""x"": 7.848101265822785, ""y"": 33.02878026496117, ""width"": 18.649789029535864, ""height"": 4.3855641845591595}, {""x"": 25.82278481012658, ""y"": 37.50571037003198, ""width"": 65.9915611814346, ""height"": 4.9794426678848795}]"
douri,2,32,6,7.932489451476793,38.28232069438099,13.502109704641349,4.568296025582458,"[{""x"": 8.016877637130802, ""y"": 42.39378711740521, ""width"": 84.13502109704642, ""height"": 5.253540429419826}, {""x"": 8.270042194092827, ""y"": 47.51027866605756, ""width"": 83.79746835443038, ""height"": 4.933759707629054}, {""x"": 7.932489451476793, ""y"": 38.28232069438099, ""width"": 13.502109704641349, ""height"": 4.568296025582458}, {""x"": 61.43459915611814, ""y"": 52.76381909547738, ""width"": 30.548523206751057, ""height"": 4.476930105070808}]"
douri,2,33,6,8.185654008438819,52.535404294198266,48.69198312236287,4.796710827,"[{""x"": 8.185654008438819, ""y"": 52.535404294198266, ""width"": 48.69198312236287, ""height"": 4.79671082686158}, {""x"": 19.91561181434599, ""y"": 57.286432160804026, ""width"": 71.89873417721519, ""height"": 5.116491548652353}]"
