surah_number,ayah_number,page_number,x,y,width,height,polygon
33,47,424,9.991673605328891,22.978529008679764,35.0541215653622,5.025125628140704,"[{""x"": 9.991673605328891, ""y"": 22.978529008679764, ""width"": 35.0541215653622, ""height"": 5.025125628140704}, {""x"": 56.28642797668609, ""y"": 27.95797167656464, ""width"": 34.138218151540386, ""height"": 4.659661946094107}]"
33,48,424,9.575353871773522,28.003654636820468,42.38134887593672,5.025125628140704,"[{""x"": 9.575353871773522, ""y"": 28.003654636820468, ""width"": 42.38134887593672, ""height"": 5.025125628140704}, {""x"": 13.821815154038303, ""y"": 32.48058474189127, ""width"": 76.68609492089925, ""height"": 5.025125628140704}]"
33,49,424,9.825145711906744,37.50571037003198,80.43297252289759,4.88807674737323,"[{""x"": 9.492089925062448, ""y"": 42.439470077661035, ""width"": 80.68276436303081, ""height"": 4.9794426678848795}, {""x"": 9.825145711906744, ""y"": 37.50571037003198, ""width"": 80.43297252289759, ""height"": 4.88807674737323}, {""x"": 33.38884263114071, ""y"": 47.51027866605756, ""width"": 57.11906744379684, ""height"": 4.933759707629054}]"
33,50,424,9.991673605328891,47.46459570580173,19.40049958368027,4.933759707629054,"[{""x"": 9.991673605328891, ""y"": 76.74737322978528, ""width"": 80.59950041631974, ""height"": 5.025125628140704}, {""x"": 9.991673605328891, ""y"": 61.80904522613066, ""width"": 80.59950041631974, ""height"": 5.253540429419826}, {""x"": 9.908409658617819, ""y"": 71.72224760164458, ""width"": 80.51623646960866, ""height"": 5.207857469164002}, {""x"": 9.74188176519567, ""y"": 66.87985381452718, ""width"": 80.76602830974188, ""height"": 5.207857469164002}, {""x"": 9.492089925062448, ""y"": 52.07857469164002, ""width"": 81.3488759367194, ""height"": 5.116491548652353}, {""x"": 9.825145711906744, ""y"": 57.10370031978073, ""width"": 80.84929225645296, ""height"": 5.025125628140704}, {""x"": 9.991673605328891, ""y"": 47.464595705801734, ""width"": 19.40049958368027, ""height"": 4.933759707629054}, {""x"": 14.071606994171523, ""y"": 81.5897670169027, ""width"": 76.43630308076604, ""height"": 4.933759707629054}]"
33,51,425,9.75,13.522156235724076,80.66666666666666,4.842393787117405,"[{""x"": 9.833333333333332, ""y"": 23.161260849703062, ""width"": 80.83333333333333, ""height"": 5.025125628140704}, {""x"": 9.75, ""y"": 13.522156235724076, ""width"": 80.66666666666666, ""height"": 4.842393787117405}, {""x"": 9.416666666666666, ""y"": 18.181818181818183, ""width"": 80.91666666666667, ""height"": 5.116491548652353}, {""x"": 30.0, ""y"": 27.95797167656464, ""width"": 60.66666666666667, ""height"": 5.253540429419826}]"
33,52,425,9.75,28.14070351758794,16.166666666666664,4.79671082686158,"[{""x"": 9.916666666666666, ""y"": 37.77980813156693, ""width"": 80.66666666666666, ""height"": 4.9794426678848795}, {""x"": 9.5, ""y"": 33.02878026496117, ""width"": 81.0, ""height"": 4.933759707629054}, {""x"": 9.75, ""y"": 28.14070351758794, ""width"": 16.166666666666664, ""height"": 4.79671082686158}, {""x"": 72.58333333333333, ""y"": 43.261763362265874, ""width"": 17.916666666666668, ""height"": 4.476930105070808}]"
33,53,425,9.25,42.759250799451806,58.58333333333333,5.162174508908177,"[{""x"": 9.916666666666666, ""y"": 62.22019186843307, ""width"": 80.58333333333333, ""height"": 5.207857469164002}, {""x"": 9.75, ""y"": 67.15395157606213, ""width"": 80.75, ""height"": 5.207857469164002}, {""x"": 9.333333333333334, ""y"": 57.60621288259479, ""width"": 80.58333333333333, ""height"": 4.79671082686158}, {""x"": 9.083333333333334, ""y"": 72.17907720420284, ""width"": 81.5, ""height"": 5.070808588396528}, {""x"": 9.583333333333334, ""y"": 47.73869346733669, ""width"": 81.16666666666667, ""height"": 4.9794426678848795}, {""x"": 9.5, ""y"": 52.71813613522156, ""width"": 80.75, ""height"": 4.842393787117405}, {""x"": 9.25, ""y"": 42.759250799451806, ""width"": 58.58333333333333, ""height"": 5.162174508908177}, {""x"": 14.000000000000002, ""y"": 77.11283691183188, ""width"": 76.08333333333334, ""height"": 5.070808588396528}]"
33,54,425,14.333333333333334,82.04659661946094,76.66666666666667,4.933759707629054,"[{""x"": 14.333333333333334, ""y"": 82.04659661946094, ""width"": 76.66666666666667, ""height"": 4.933759707629054}]"
33,55,426,9.991673605328891,13.339424394700778,80.26644462947544,5.025125628140704,"[{""x"": 9.991673605328891, ""y"": 13.339424394700778, ""width"": 80.26644462947544, ""height"": 5.025125628140704}, {""x"": 9.575353871773522, ""y"": 18.13613522156236, ""width"": 80.59950041631974, ""height"": 5.116491548652353}, {""x"": 9.825145711906744, ""y"": 22.795797167656463, ""width"": 80.43297252289759, ""height"": 5.116491548652353}]"
33,56,426,9.658617818484595,27.775239835541345,77.60199833472107,5.162174508908177,"[{""x"": 9.658617818484597, ""y"": 27.775239835541342, ""width"": 77.60199833472107, ""height"": 5.162174508908177}, {""x"": 37.468776019983345, ""y"": 32.80036546368205, ""width"": 52.872606161532055, ""height"": 5.025125628140704}]"
33,57,426,9.825145711906744,32.84604842393787,22.98084929225645,4.751027866605756,"[{""x"": 9.908409658617819, ""y"": 37.7341251713111, ""width"": 80.51623646960866, ""height"": 4.933759707629054}, {""x"": 9.825145711906744, ""y"": 32.84604842393787, ""width"": 22.98084929225645, ""height"": 4.751027866605756}, {""x"": 80.01665278934222, ""y"": 43.170397441754226, ""width"": 10.407993338884262, ""height"": 4.339881224303334}]"
33,58,426,9.74188176519567,42.62220191868433,65.44546211490425,4.88807674737323,"[{""x"": 9.74188176519567, ""y"": 42.62220191868433, ""width"": 65.44546211490425, ""height"": 4.88807674737323}, {""x"": 14.487926727726894, ""y"": 47.64732754682504, ""width"": 75.85345545378851, ""height"": 4.79671082686158}]"
33,59,426,9.492089925062448,52.58108725445408,80.76602830974188,4.79671082686158,"[{""x"": 9.492089925062448, ""y"": 52.58108725445408, ""width"": 80.76602830974188, ""height"": 4.79671082686158}, {""x"": 9.74188176519567, ""y"": 57.10370031978073, ""width"": 80.76602830974188, ""height"": 5.3905893101873}, {""x"": 42.964196502914234, ""y"": 62.265874828688894, ""width"": 47.87676935886761, ""height"": 4.9794426678848795}]"
33,60,426,9.3255620316403,62.22019186843307,29.39217318900916,4.79671082686158,"[{""x"": 9.575353871773522, ""y"": 67.2910004568296, ""width"": 79.93338884263113, ""height"": 4.79671082686158}, {""x"": 9.325562031640299, ""y"": 62.22019186843307, ""width"": 29.392173189009156, ""height"": 4.79671082686158}, {""x"": 27.726894254787677, ""y"": 72.08771128369118, ""width"": 62.86427976686095, ""height"": 5.025125628140704}]"
33,61,426,9.658617818484595,71.90497944266788,13.655287260616152,4.88807674737323,"[{""x"": 9.658617818484597, ""y"": 71.90497944266788, ""width"": 13.655287260616152, ""height"": 4.88807674737323}, {""x"": 38.96752706078268, ""y"": 76.79305619004111, ""width"": 51.37385512073273, ""height"": 4.9794426678848795}]"
33,62,426,10.241465445462117,77.29556875285517,23.48043297252289,4.431247144814984,"[{""x"": 10.241465445462115, ""y"": 77.29556875285517, ""width"": 23.480432972522898, ""height"": 4.431247144814984}, {""x"": 15.320566194837633, ""y"": 81.81818181818183, ""width"": 75.27060782681099, ""height"": 4.88807674737323}]"
33,63,427,9.5,13.430790315212429,81.16666666666667,4.88807674737323,"[{""x"": 9.5, ""y"": 13.430790315212427, ""width"": 81.16666666666667, ""height"": 4.88807674737323}, {""x"": 54.666666666666664, ""y"": 18.410232983097305, ""width"": 35.91666666666667, ""height"": 4.79671082686158}]"
33,64,427,9.583333333333334,18.36455002284148,41.16666666666667,4.97944266788488,"[{""x"": 9.583333333333334, ""y"": 18.36455002284148, ""width"": 41.16666666666667, ""height"": 4.9794426678848795}, {""x"": 73.0, ""y"": 23.34399269072636, ""width"": 17.583333333333336, ""height"": 4.522613065326634}]"
33,65,427,9.166666666666666,22.887163088168112,59.333333333333336,5.253540429419826,"[{""x"": 9.166666666666666, ""y"": 22.887163088168112, ""width"": 59.333333333333336, ""height"": 5.253540429419826}]"
33,66,427,9.5,28.186386477843765,77.16666666666666,4.933759707629054,"[{""x"": 9.5, ""y"": 28.186386477843765, ""width"": 77.16666666666666, ""height"": 4.933759707629054}, {""x"": 66.25, ""y"": 33.12014618547282, ""width"": 24.25, ""height"": 4.751027866605756}]"
